"ORGN Name","18S","16S","PITS","CO1","COI","COX1","FITS","ITS2","ITS1","trnl","12S"
"Plantago major","Plantago major","zero","zero","zero","Plantago major","Plantago major","zero","Plantago major","Plantago major","Plantago major","zero"
"Plantago rugelii","Plantago rugelii","Plantago rugelii","zero","zero","Plantago rugelii","Plantago rugelii","zero","Plantago rugelii","Plantago rugelii","Plantago rugelii","zero"
"Pluchea odorata","Pluchea odorata","zero","zero","zero","zero","zero","zero","Pluchea odorata","Pluchea odorata","zero","zero"
"Poa annua","Poa annua","Poa annua","zero","zero","Poa annua","zero","zero","Poa annua","Poa annua","Poa annua","zero"
"Poa bulbosa","Poa bulbosa","zero","zero","zero","zero","zero","zero","Poa bulbosa","Poa bulbosa","Poa bulbosa","zero"
"Poa pratensis","Poa pratensis","Poa pratensis","zero","zero","zero","zero","zero","Poa pratensis","Poa pratensis","Poa pratensis","zero"
"Poa trivialis","Poa trivialis","Poa trivialis","zero","zero","zero","zero","zero","Poa trivialis","Poa trivialis","Poa trivialis","zero"
"Polygonum","Polygonum","zero","zero","zero","Polygonum","zero","zero","Polygonum","Polygonum","Polygonum","zero"
"Polygonum aviculare","Polygonum aviculare","zero","zero","zero","Polygonum aviculare","zero","zero","Polygonum aviculare","Polygonum aviculare","Polygonum aviculare","zero"
"Polygonum cuspidatum","Polygonum cuspidatum","zero","zero","zero","zero","zero","zero","Polygonum cuspidatum","Polygonum cuspidatum","Polygonum cuspidatum","zero"
"Polygonum ramosissimum","zero","zero","zero","zero","zero","zero","zero","Polygonum ramosissimum","Polygonum ramosissimum","Polygonum ramosissimum","zero"
"Populus deltoides","Populus deltoides","Populus deltoides","zero","Populus deltoides","Populus deltoides","zero","zero","Populus deltoides","Populus deltoides","Populus deltoides","zero"
"Portulaca oleracea","Portulaca oleracea","Portulaca oleracea","zero","zero","zero","zero","zero","Portulaca oleracea","Portulaca oleracea","Portulaca oleracea","zero"
"Potamogeton crispus","Potamogeton crispus","zero","zero","zero","zero","Potamogeton crispus","zero","Potamogeton crispus","Potamogeton crispus","Potamogeton crispus","zero"
"Potentilla norvegica","Potentilla norvegica","zero","zero","zero","zero","zero","zero","Potentilla norvegica","Potentilla norvegica","Potentilla norvegica","zero"
"Prosopis pallida","Prosopis pallida","zero","zero","zero","zero","zero","zero","Prosopis pallida","Prosopis pallida","zero","zero"
"Prunella vulgaris","Prunella vulgaris","Prunella vulgaris","zero","zero","zero","zero","zero","Prunella vulgaris","Prunella vulgaris","Prunella vulgaris","zero"
"Puccinellia distans","Puccinellia distans","Puccinellia distans","zero","zero","zero","zero","zero","Puccinellia distans","Puccinellia distans","Puccinellia distans","zero"
"Ranunculus acris","Ranunculus acris","zero","zero","zero","zero","zero","zero","Ranunculus acris","Ranunculus acris","Ranunculus acris","zero"
"Ranunculus bulbosus","zero","zero","zero","zero","zero","zero","zero","Ranunculus bulbosus","Ranunculus bulbosus","Ranunculus bulbosus","zero"
"Ranunculus flammula","zero","Ranunculus flammula","zero","zero","zero","zero","zero","Ranunculus flammula","zero","Ranunculus flammula","zero"
"Ranunculus repens","zero","Ranunculus repens","zero","zero","zero","zero","zero","Ranunculus repens","Ranunculus repens","Ranunculus repens","zero"
"Rhamnus cathartica","Rhamnus cathartica","zero","Rhamnus cathartica","zero","Rhamnus cathartica","zero","zero","Rhamnus cathartica","Rhamnus cathartica","Rhamnus cathartica","zero"
"Rhizophora mangle","zero","Rhizophora mangle","zero","zero","zero","zero","zero","Rhizophora mangle","Rhizophora mangle","Rhizophora mangle","zero"
"Rhynchospora nitens","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Rorippa sylvestris","zero","zero","zero","zero","zero","zero","zero","Rorippa sylvestris","Rorippa sylvestris","Rorippa sylvestris","zero"
"Rumex acetosella","Rumex acetosella","zero","zero","zero","zero","zero","zero","Rumex acetosella","Rumex acetosella","Rumex acetosella","zero"
"Rumex crispus","Rumex crispus","Rumex crispus","zero","zero","zero","zero","zero","Rumex crispus","Rumex crispus","Rumex crispus","zero"
"Rumex longifolius","Rumex longifolius","zero","zero","zero","zero","zero","zero","Rumex longifolius","zero","zero","zero"
"Rumex obtusifolius","zero","zero","zero","zero","zero","zero","zero","Rumex obtusifolius","Rumex obtusifolius","Rumex obtusifolius","zero"
"Sagina procumbens","Sagina procumbens","zero","zero","zero","zero","zero","zero","Sagina procumbens","Sagina procumbens","Sagina procumbens","zero"
"Salix alba","Salix alba","Salix alba","zero","zero","zero","zero","zero","Salix alba","Salix alba","zero","zero"
"Salix exigua","Salix exigua","zero","zero","zero","Salix exigua","zero","zero","Salix exigua","Salix exigua","zero","zero"
"Salix fragilis","Salix fragilis","zero","zero","zero","zero","zero","zero","Salix fragilis","Salix fragilis","Salix fragilis","zero"
"Salix x fragilis","zero","zero","zero","zero","zero","zero","zero","zero","Salix x fragilis","zero","zero"
"Salix purpurea","Salix purpurea","Salix purpurea","zero","zero","zero","Salix purpurea","zero","Salix purpurea","Salix purpurea","Salix purpurea","zero"
"Salix x pendulina","zero","zero","zero","zero","Salix x pendulina","zero","zero","zero","zero","zero","zero"
"Salix","Salix","Salix","zero","zero","Salix","Salix","zero","Salix","Salix","Salix","zero"
"Salsola","Salsola","Salsola","zero","zero","Salsola","zero","zero","Salsola","Salsola","Salsola","zero"
"Salvinia minima","Salvinia minima","zero","zero","zero","zero","zero","zero","Salvinia minima","Salvinia minima","Salvinia minima","zero"
"Sapium","zero","zero","zero","zero","zero","zero","zero","zero","zero","Sapium","zero"
"Solanum dulcamara","Solanum dulcamara","Solanum dulcamara","zero","zero","Solanum dulcamara","zero","zero","Solanum dulcamara","Solanum dulcamara","Solanum dulcamara","zero"
"Solidago sempervirens","Solidago sempervirens","zero","zero","zero","zero","zero","zero","Solidago sempervirens","Solidago sempervirens","Solidago sempervirens","zero"
"Sonchus arvensis","zero","Sonchus arvensis","zero","zero","zero","zero","zero","Sonchus arvensis","Sonchus arvensis","Sonchus arvensis","zero"
"Sonchus arvensis subsp. uliginosus","zero","zero","zero","zero","zero","zero","zero","zero","zero","Sonchus arvensis subsp. uliginosus","zero"
"Sonchus asper","Sonchus asper","Sonchus asper","zero","zero","Sonchus asper","zero","zero","Sonchus asper","Sonchus asper","Sonchus asper","zero"
"Sorghum halepense","Sorghum halepense","Sorghum halepense","zero","zero","zero","zero","zero","Sorghum halepense","Sorghum halepense","Sorghum halepense","zero"
"Sparganium androcladum","Sparganium androcladum","zero","zero","zero","zero","zero","zero","Sparganium androcladum","zero","Sparganium androcladum","zero"
"Sparganium emersum","Sparganium emersum","zero","zero","zero","zero","zero","zero","Sparganium emersum","zero","Sparganium emersum","zero"
"Sparganium glomeratum","Sparganium glomeratum","zero","zero","zero","zero","zero","zero","zero","zero","Sparganium glomeratum","zero"
"Spirodela polyrhiza","Spirodela polyrhiza","Spirodela polyrhiza","zero","zero","zero","Spirodela polyrhiza","zero","Spirodela polyrhiza","Spirodela polyrhiza","Spirodela polyrhiza","zero"
"Stachys palustris","zero","zero","zero","zero","zero","zero","zero","Stachys palustris","zero","Stachys palustris","zero"
"Tamarix","Tamarix","Tamarix","zero","zero","Tamarix","zero","zero","Tamarix","Tamarix","Tamarix","zero"
"Tradescantia pallida","zero","Tradescantia pallida","zero","zero","zero","zero","zero","zero","zero","Tradescantia pallida","zero"
"Trapa natans","zero","Trapa natans","zero","zero","zero","zero","zero","Trapa natans","Trapa natans","Trapa natans","zero"
"Trifolium hybridum","Trifolium hybridum","Trifolium hybridum","zero","zero","zero","zero","zero","Trifolium hybridum","Trifolium hybridum","Trifolium hybridum","zero"
"Trillium erectum","Trillium erectum","zero","zero","zero","zero","zero","zero","Trillium erectum","Trillium erectum","Trillium erectum","zero"
"Typha angustifolia","Typha angustifolia","Typha angustifolia","zero","zero","Typha angustifolia","zero","zero","Typha angustifolia","zero","Typha angustifolia","zero"
"Typha latifolia","Typha latifolia","Typha latifolia","zero","zero","Typha latifolia","zero","zero","zero","zero","Typha latifolia","zero"
"Ulmus americana","Ulmus americana","Ulmus americana","Ulmus americana","zero","zero","zero","zero","Ulmus americana","Ulmus americana","Ulmus americana","zero"
"Veronica beccabunga","Veronica beccabunga","zero","zero","zero","zero","zero","zero","Veronica beccabunga","Veronica beccabunga","Veronica beccabunga","zero"
"Veronica serpyllifolia","Veronica serpyllifolia","zero","Veronica serpyllifolia","zero","zero","zero","zero","Veronica serpyllifolia","Veronica serpyllifolia","Veronica serpyllifolia","zero"
"Viburnum opulus var. americanum","zero","zero","zero","zero","zero","zero","zero","Viburnum opulus var. americanum","Viburnum opulus var. americanum","Viburnum opulus var. americanum","zero"
"Viola blanda","zero","zero","zero","zero","zero","zero","zero","Viola blanda","Viola blanda","Viola blanda","zero"
"Viola blanda var. palustriformis","zero","zero","zero","zero","zero","zero","zero","Viola blanda var. palustriformis","Viola blanda var. palustriformis","zero","zero"
"Wisteria frutescens","Wisteria frutescens","zero","zero","zero","zero","zero","zero","Wisteria frutescens","Wisteria frutescens","Wisteria frutescens","zero"
"Xanthium strumarium","Xanthium strumarium","zero","zero","zero","zero","zero","zero","Xanthium strumarium","Xanthium strumarium","Xanthium strumarium","zero"
"Bothriocephalus","Bothriocephalus","Bothriocephalus","zero","zero","Bothriocephalus","Bothriocephalus","zero","Bothriocephalus","Bothriocephalus","zero","zero"
"Dactylogyrus amphibothrium","Dactylogyrus amphibothrium","zero","zero","zero","zero","zero","zero","zero","Dactylogyrus amphibothrium","zero","zero"
"Dactylogyrus hemiamphibothrium","Dactylogyrus hemiamphibothrium","zero","zero","zero","zero","zero","zero","zero","Dactylogyrus hemiamphibothrium","zero","zero"
"Dugesia","Dugesia","Dugesia","zero","zero","Dugesia","Dugesia","zero","Dugesia","Dugesia","Dugesia","Dugesia"
"Ichthyocotylurus pileatus","Ichthyocotylurus pileatus","zero","zero","Ichthyocotylurus pileatus","Ichthyocotylurus pileatus","zero","zero","Ichthyocotylurus pileatus","Ichthyocotylurus pileatus","zero","zero"
"Neascus","Neascus","zero","zero","zero","Neascus","zero","zero","zero","zero","zero","zero"
"Scolex pleuronectis","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Timoniella","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Trochammina hadai","Trochammina hadai","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Acineta","Acineta","zero","zero","zero","zero","zero","zero","Acineta","Acineta","Acineta","zero"
"Corythionella","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Psammonobiotus communis","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Psammonobiotus dziwnowi","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Psammonobiotus linearis","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Trypanosoma","Trypanosoma","Trypanosoma","zero","Trypanosoma","Trypanosoma","Trypanosoma","zero","Trypanosoma","Trypanosoma","zero","Trypanosoma"
"Trypanosoma sp. bat/TryCC60/GAB","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Varanus indicus","zero","Varanus indicus","zero","zero","Varanus indicus","zero","zero","zero","zero","zero","Varanus indicus"
"Caiman crocodilus","zero","Caiman crocodilus","zero","zero","Caiman crocodilus","Caiman crocodilus","zero","Caiman crocodilus","Caiman crocodilus","zero","Caiman crocodilus"
"Cliona","Cliona","zero","zero","Cliona","Cliona","Cliona","zero","Cliona","Cliona","zero","zero"
"Cliona aff. celata JRX-2009","zero","zero","zero","zero","zero","Cliona aff. celata JRX-2009","zero","zero","zero","zero","zero"
"Gelliodes","Gelliodes","zero","zero","zero","Gelliodes","Gelliodes","zero","zero","zero","zero","zero"
"Gelliodes aff. carnosa LNP-2018","zero","zero","zero","zero","Gelliodes aff. carnosa LNP-2018","zero","zero","zero","zero","zero","zero"
"Mycale","Mycale","Mycale","zero","Mycale","Mycale","Mycale","zero","Mycale","Mycale","zero","zero"
"Mycale sp. sp16","Mycale sp. sp16","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Mycale sp. sp12","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Mycale aff. americana GLH-2013","zero","Mycale aff. americana GLH-2013","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Mycale parishii","Mycale parishii","Mycale parishii","zero","zero","Mycale parishii","zero","zero","zero","zero","zero","zero"
"Sigmadocia caerulea","zero","zero","zero","Sigmadocia caerulea","Sigmadocia caerulea","Sigmadocia caerulea","zero","zero","zero","zero","zero"
"Suberites","Suberites","Suberites","zero","Suberites","Suberites","Suberites","zero","Suberites","Suberites","zero","Suberites"
"Cliona celata","Cliona celata","zero","zero","Cliona celata","Cliona celata","Cliona celata","zero","Cliona celata","Cliona celata","zero","zero"
"Haliclona","Haliclona","Haliclona","zero","Haliclona","Haliclona","Haliclona","zero","Haliclona","Haliclona","zero","zero"
"Haliclona sp. sp5","Haliclona sp. sp5","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Haliclona (Haliclona) sp. KJP-2009","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Haliclona (Halichoclona) sp. A GPM-2011","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Haliclona aff. aquaeductus","zero","zero","zero","zero","Haliclona aff. aquaeductus","zero","zero","zero","zero","zero","zero"
"Haliclona (Reniera) sp. CMNI 2018-0176","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Prosuberites","Prosuberites","zero","zero","zero","Prosuberites","zero","zero","Prosuberites","Prosuberites","zero","zero"
"Macrobiotus hufelandi","Macrobiotus hufelandi","zero","zero","Macrobiotus hufelandi","Macrobiotus hufelandi","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi group","Macrobiotus hufelandi group","zero","zero","Macrobiotus hufelandi group","Macrobiotus hufelandi group","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi group sp. NG-2008","Macrobiotus hufelandi group sp. NG-2008","zero","zero","zero","Macrobiotus hufelandi group sp. NG-2008","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7662","Macrobiotus hufelandi grp. sp. F7662","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7946","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F3485","Macrobiotus hufelandi grp. sp. F3485","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6343","Macrobiotus hufelandi grp. sp. F6343","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6344","Macrobiotus hufelandi grp. sp. F6344","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6345","Macrobiotus hufelandi grp. sp. F6345","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7780","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6388","Macrobiotus hufelandi grp. sp. F6388","zero","zero","Macrobiotus hufelandi grp. sp. F6388","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6391","Macrobiotus hufelandi grp. sp. F6391","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6421","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6441","Macrobiotus hufelandi grp. sp. F6441","zero","zero","Macrobiotus hufelandi grp. sp. F6441","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6461","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6464","Macrobiotus hufelandi grp. sp. F6464","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6518","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6963","Macrobiotus hufelandi grp. sp. F6963","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6965","Macrobiotus hufelandi grp. sp. F6965","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6967","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6968","Macrobiotus hufelandi grp. sp. F6968","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7031","Macrobiotus hufelandi grp. sp. F7031","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7129","Macrobiotus hufelandi grp. sp. F7129","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7359","Macrobiotus hufelandi grp. sp. F7359","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7516","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7518","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7586","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7588","Macrobiotus hufelandi grp. sp. F7588","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7681","Macrobiotus hufelandi grp. sp. F7681","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7721","Macrobiotus hufelandi grp. sp. F7721","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7831","Macrobiotus hufelandi grp. sp. F7831","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7835","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F7985","zero","zero","zero","Macrobiotus hufelandi grp. sp. F7985","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi grp. sp. F6342","zero","zero","zero","Macrobiotus hufelandi grp. sp. F6342","zero","zero","zero","zero","zero","zero","zero"
"Macrobiotus hufelandi group sp. MC-2011","Macrobiotus hufelandi group sp. MC-2011","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Milnesium tardigradum","Milnesium tardigradum","zero","zero","zero","Milnesium tardigradum","zero","zero","Milnesium tardigradum","zero","zero","zero"
"Didemnum","Didemnum","Didemnum","zero","Didemnum","Didemnum","Didemnum","zero","zero","zero","zero","zero"
"Polyandrocarpa zorritensis","Polyandrocarpa zorritensis","zero","zero","Polyandrocarpa zorritensis","Polyandrocarpa zorritensis","Polyandrocarpa zorritensis","zero","zero","zero","zero","zero"
"Ascidia sydneiensis","Ascidia sydneiensis","zero","zero","Ascidia sydneiensis","Ascidia sydneiensis","zero","zero","zero","zero","zero","zero"
"Didemnum candidum","zero","zero","zero","zero","Didemnum candidum","zero","zero","zero","zero","zero","zero"
"Phallusia nigra","Phallusia nigra","zero","zero","Phallusia nigra","Phallusia nigra","zero","zero","zero","zero","zero","zero"
"Botrylloides diegensis","Botrylloides diegensis","zero","zero","zero","Botrylloides diegensis","Botrylloides diegensis","zero","zero","zero","zero","zero"
"Botrylloides","Botrylloides","zero","zero","Botrylloides","Botrylloides","Botrylloides","zero","zero","zero","zero","Botrylloides"
"Botrylloides aff. leachii JD-2017","Botrylloides aff. leachii JD-2017","zero","zero","zero","Botrylloides aff. leachii JD-2017","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg1","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg10","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg11","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg12","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg1AN","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg2","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg3","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg3M","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg4","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg5","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg6","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg7","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg8","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botrylloides sp. neg9","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Botryllus","Botryllus","Botryllus","zero","Botryllus","Botryllus","Botryllus","zero","zero","zero","zero","zero"
"Botryllus sp. indet. CG-2020","zero","zero","zero","zero","Botryllus sp. indet. CG-2020","Botryllus sp. indet. CG-2020","zero","zero","zero","zero","zero"
"Corella inflata","Corella inflata","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Corella willmeriana","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Microcosmus squamiger","Microcosmus squamiger","zero","zero","Microcosmus squamiger","Microcosmus squamiger","Microcosmus squamiger","zero","zero","zero","zero","zero"
"Styela canopus","Styela canopus","zero","zero","Styela canopus","Styela canopus","Styela canopus","zero","zero","zero","zero","zero"
"Symplegma brakenhielmi","zero","zero","zero","zero","Symplegma brakenhielmi","Symplegma brakenhielmi","zero","zero","zero","zero","zero"
"Sarotherodon melanotheron","zero","Sarotherodon melanotheron","zero","zero","Sarotherodon melanotheron","Sarotherodon melanotheron","zero","zero","zero","zero","Sarotherodon melanotheron"
"Tilapia","zero","Tilapia","zero","Tilapia","Tilapia","Tilapia","zero","zero","zero","zero","Tilapia"
"Acanthogobius flavimanus","Acanthogobius flavimanus","Acanthogobius flavimanus","zero","zero","Acanthogobius flavimanus","zero","zero","zero","zero","zero","Acanthogobius flavimanus"
"Cephalopholis argus","zero","Cephalopholis argus","zero","Cephalopholis argus","Cephalopholis argus","Cephalopholis argus","zero","zero","zero","zero","Cephalopholis argus"
"Lutjanus kasmira","zero","Lutjanus kasmira","zero","zero","Lutjanus kasmira","Lutjanus kasmira","zero","zero","zero","zero","Lutjanus kasmira"
"Oreochromis aureus","Oreochromis aureus","Oreochromis aureus","zero","zero","Oreochromis aureus","Oreochromis aureus","zero","Oreochromis aureus","Oreochromis aureus","zero","Oreochromis aureus"
"Tridentiger trigonocephalus","zero","Tridentiger trigonocephalus","zero","zero","Tridentiger trigonocephalus","Tridentiger trigonocephalus","zero","zero","zero","zero","Tridentiger trigonocephalus"
"Gonodactylaceus falcatus","Gonodactylaceus falcatus","Gonodactylaceus falcatus","zero","Gonodactylaceus falcatus","Gonodactylaceus falcatus","Gonodactylaceus falcatus","zero","zero","zero","zero","zero"
"Lutjanus fulvus","Lutjanus fulvus","Lutjanus fulvus","zero","zero","Lutjanus fulvus","Lutjanus fulvus","zero","zero","zero","zero","Lutjanus fulvus"
"Zebrasoma velifer","zero","Zebrasoma velifer","zero","zero","Zebrasoma velifer","Zebrasoma velifer","zero","zero","zero","zero","Zebrasoma velifer"
"Acanthurus maculiceps","zero","zero","zero","zero","Acanthurus maculiceps","zero","zero","zero","zero","zero","Acanthurus maculiceps"
"Alosa aestivalis","zero","Alosa aestivalis","zero","zero","Alosa aestivalis","Alosa aestivalis","zero","zero","zero","zero","Alosa aestivalis"
"Alosa pseudoharengus","zero","Alosa pseudoharengus","zero","zero","Alosa pseudoharengus","Alosa pseudoharengus","zero","zero","zero","zero","Alosa pseudoharengus"
"Ameiurus catus","zero","Ameiurus catus","zero","zero","Ameiurus catus","Ameiurus catus","zero","zero","zero","zero","Ameiurus catus"
"Anchoa lyolepis","zero","Anchoa lyolepis","zero","zero","Anchoa lyolepis","Anchoa lyolepis","zero","zero","zero","zero","Anchoa lyolepis"
"Apeltes quadracus","zero","Apeltes quadracus","zero","Apeltes quadracus","Apeltes quadracus","Apeltes quadracus","zero","zero","zero","zero","Apeltes quadracus"
"Archoplites interruptus","zero","Archoplites interruptus","zero","zero","Archoplites interruptus","zero","zero","zero","zero","zero","zero"
"Astronotus ocellatus","zero","Astronotus ocellatus","zero","Astronotus ocellatus","Astronotus ocellatus","Astronotus ocellatus","zero","zero","zero","zero","Astronotus ocellatus"
"Balistes polylepis","zero","Balistes polylepis","zero","zero","Balistes polylepis","Balistes polylepis","zero","zero","zero","zero","Balistes polylepis"
"Cichla ocellaris","zero","Cichla ocellaris","zero","zero","zero","Cichla ocellaris","zero","zero","zero","zero","Cichla ocellaris"
"Cichlasoma bimaculatum","zero","Cichlasoma bimaculatum","zero","zero","Cichlasoma bimaculatum","zero","zero","zero","zero","zero","zero"
"Cittarium pica","Cittarium pica","Cittarium pica","zero","zero","Cittarium pica","Cittarium pica","zero","zero","zero","zero","Cittarium pica"
"Clarias batrachus","Clarias batrachus","Clarias batrachus","zero","Clarias batrachus","Clarias batrachus","Clarias batrachus","zero","Clarias batrachus","zero","zero","Clarias batrachus"
"Enneacanthus gloriosus","zero","Enneacanthus gloriosus","zero","zero","Enneacanthus gloriosus","zero","zero","zero","zero","zero","zero"
"Esox lucius","Esox lucius","Esox lucius","zero","zero","Esox lucius","Esox lucius","zero","zero","zero","zero","Esox lucius"
"Esox niger","zero","Esox niger","zero","zero","Esox niger","zero","zero","zero","zero","zero","Esox niger"
"Fundulus diaphanus","zero","Fundulus diaphanus","zero","zero","Fundulus diaphanus","Fundulus diaphanus","zero","zero","zero","zero","Fundulus diaphanus"
"Hemichromis letourneuxi","zero","Hemichromis letourneuxi","zero","zero","Hemichromis letourneuxi","Hemichromis letourneuxi","zero","zero","zero","zero","zero"
"Heros severus","zero","Heros severus","zero","zero","Heros severus","Heros severus","zero","zero","zero","zero","Heros severus"
"Heros severus Casiquiare","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Heros severus Nanay","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Hoplosternum littorale","zero","Hoplosternum littorale","zero","zero","Hoplosternum littorale","Hoplosternum littorale","zero","zero","zero","zero","Hoplosternum littorale"
"Hypomesus nipponensis","zero","Hypomesus nipponensis","zero","zero","Hypomesus nipponensis","Hypomesus nipponensis","zero","Hypomesus nipponensis","zero","zero","Hypomesus nipponensis"
"Ictalurus punctatus","Ictalurus punctatus","Ictalurus punctatus","zero","Ictalurus punctatus","Ictalurus punctatus","Ictalurus punctatus","zero","Ictalurus punctatus","Ictalurus punctatus","zero","Ictalurus punctatus"
"Lepomis humilis","zero","Lepomis humilis","zero","zero","Lepomis humilis","zero","zero","zero","zero","zero","Lepomis humilis"
"Lepomis microlophus","zero","Lepomis microlophus","zero","zero","Lepomis microlophus","zero","zero","zero","zero","zero","zero"
"Leuciscus idus","zero","Leuciscus idus","zero","zero","Leuciscus idus","zero","zero","zero","Leuciscus idus","zero","Leuciscus idus"
"Limia vittata","zero","Limia vittata","zero","zero","Limia vittata","zero","zero","zero","zero","zero","Limia vittata"
"Limnophila","zero","zero","zero","zero","Limnophila","zero","zero","Limnophila","Limnophila","Limnophila","zero"
